POI Type,ID,Name,X,Y,Z,Reference System,Notes
carrier,FC148,"GOLDSHIP [V0T-52N]",-302.375,-183.375,1055.94,Col 359 Sector XV-K c22-0,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC149,"NAIN ONE [V2L-45B]",-303.844,-236.125,-860.594,HIP 18077,"DockingPermit: UNKNOWN+|+socialspace"
carrier,FC150,"DSSA Eleanor [QLQ-5QY]",-305.312,2.5625,58686.4,Cho Thua NL-C b40-0,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace"
carrier,FC151,"DSSA ELITE BR [GZN-87G]",5978.03,-23.9688,45480.4,Blo Auwsy PQ-G c10-1,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC152,"HOLD MY BEER [K8Q-04H]",-10902.8,-882.656,22914.2,Hypaa Flyou UX-A b43-20,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace"
carrier,FC153,"FUTURE HOPE [J5N-NTK]",1139.84,85.4062,3842.56,HD 152233,"DockingPermit: UNKNOWN+|+rearm, refuel, repair, socialspace"
carrier,FC154,"IPX LUNAR SHADOW [HNF-32Y]",1138.03,55.5938,1819.28,Blu Thua GI-M c7-3,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC155,"WWG1WGA [K5V-WHZ]",1131.22,272.781,2826.88,Smojai IP-A d14,"DockingPermit: UNKNOWN+|+bartender, pioneersupplies, rearm, refuel, repair, socialspace"
carrier,FC156,". Olf & X . [VHG-N7H]",-5448.12,-1024.03,36382.1,Phrio Byoe MR-W e1-530,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC157,"-spokostatek- [XFZ-7KJ]",-7997.91,-756.312,18013.1,Eoch Flyuae EM-C d13-2287,"DockingPermit: ALL+|+UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC158,"ORCAMADONNA [T5F-G6V]",481.312,211.781,-146.094,Wregoe UZ-G d10-39,"DockingPermit: UNKNOWN+|+rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC159,"STRAYLIGHT EXPLORER [K8M-30G]",18051.9,373.469,13733.1,Pueliae HX-T b32-0,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC160,"STARGAZER NCC-2893-FC [Q8V-73K]",3815.84,-420.156,47219.3,Greae Prau XP-P c21-1,"DockingPermit: FRIENDS+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC161,"welcome! no tarriffs [V5V-30Q]",3815.69,740.188,3855.25,Byoi Thae TZ-H c25-0,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC162,Multiple Fleet Carriers,6260,0,23630,,"+|++|+SECOND STAR [K2H-41F] -- Zuneae WW-L c8-372+|+DockingPermit: ALL+|+(UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics)+|++|+Fnerb's TIMTAM of hope [Q3L-31H] -- Zuneae WW-L c8-372+|+DockingPermit: ALL+|+(bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics)+|++|+"
carrier,FC163,"[T7V-WHL]",-1683.22,356.625,1099.69,Sifi DC-E b41-0,"DockingPermit: UNKNOWN+|+UC, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC164,"[IGAU] Cygni-Vanguard [XZH-NXF]",-16043.3,-562.406,15207.4,Floalk QQ-Q c20-2,"DockingPermit: ALL+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC165,Multiple Fleet Carriers,-8640,0,17940,,"+|++|+CENTURION [HBQ-74N] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(no services)+|++|+rodney loading the van [K0B-24Z] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+INDAGATOR [K3G-L5B] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(UC, rearm, refuel, repair, socialspace)+|++|+[snpx] uss enterprise [T6H-27K] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: ALL+|+(bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+GALACTUS [TFM-9XZ] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(livery, outfitting, rearm, refuel, repair, shipyard, socialspace)+|++|+BEDA [TNF-78M] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+NAOS [V9X-87N] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(bartender, socialspace)+|++|+COCO=KIRYU [VNY-8TT] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace)+|++|+USS DEFIANT [X9F-65J] -- Eoch Flyuae QK-E d12-2118+|+DockingPermit: UNKNOWN+|+(livery, outfitting, rearm, refuel, repair, shipyard, socialspace)+|++|+"
carrier,FC166,"Horus [TBJ-NQK]",2261.09,-257.625,1816.88,Blaa Eork GW-Q c7-6,"DockingPermit: ALL+|+bartender, blackmarket, UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC167,"UNIVERSAL MIGRATOR [G6V-WKJ]",-9051.16,-110.625,6198.81,Pyralaei ML-N b40-6,"DockingPermit: UNKNOWN+|+rearm, refuel, repair, socialspace"
carrier,FC168,"[X3Y-01T]",5837.94,1370.88,2855.16,Spojaa LL-Y d0,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC169,"DSSA Nova Blues [KFX-W3Z]",5832.03,-596.031,20083.5,Eord Prau ZK-N d7-711,"DockingPermit: UNKNOWN+|+UC, rearm, repair, socialspace"
carrier,FC170,Multiple Fleet Carriers,-620,0,5180,,"+|++|+CHOPIC [HLJ-NVY] -- Trifid Sector GW-W d1-220+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, redemption)+|++|+THE ZEROSTAR [X0N-10N] -- Trifid Sector IR-W d1-52+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, redemption)+|++|+"
carrier,FC171,"/CIFC/ A. SENMONTHIS [H8T-T0N]",-5474.06,-241.812,30104.3,Umbaiss GR-T d4-6948,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace"
carrier,FC172,"SCG TARPON [TLY-81K]",1564.88,-782.875,16906.4,Eeshorks ZK-B b2-9,"DockingPermit: ALL+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC173,Multiple Fleet Carriers,3890,0,12120,,"+|++|+SLEEPER SERVICE [K5Z-21X] -- Blaa Hype TF-V d3-144+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, refuel, repair, socialspace)+|++|+LE CHTICARRIER [K6T-6TJ] -- Blaa Hype TF-V d3-144+|+DockingPermit: UNKNOWN+|+(bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics)+|++|+SIR PETER BLAKE [KBG-3XZ] -- Blaa Hype TF-V d3-144+|+DockingPermit: ALL+|+(bartender, UC, rearm, refuel, repair, socialspace, vistagenomics)+|++|+RIVEN ROCKPORT [M2K-W3Z] -- Blaa Hype TF-V d3-144+|+DockingPermit: UNKNOWN+|+(UC, rearm, refuel, repair, socialspace, vistagenomics)+|++|+Plutonic Relationship [Q7H-51M] -- Blaa Hype TF-V d3-144+|+DockingPermit: ALL+|+(bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption)+|++|+"
carrier,FC174,"TAISETSUZAN [V5J-89Z]",3896.03,-1048.88,26074.2,Juena AA-A f4196,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC175,"PIONEER-10 [K5N-W3N]",-749.438,-17.9062,1542.03,Bleae Thua HA-A d55,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC176,"HEIMAT DER LEGENDE [KNY-08G]",-34600.5,78.75,41396.8,Pru Fraae JO-H b10-0,"DockingPermit: ALL+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC177,"GEMINI DREAM [Q5M-T5X]",-1832.19,-125.125,490.125,Prooe Drye BD-O b12-1,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC178,Multiple Fleet Carriers,4820,0,16700,,"+|++|+DSSA Totoro [NNW-23Z] -- Greae Phoea XF-D d13-507+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, repair, shipyard, socialspace)+|++|+P971 ""KRAFT LAWRENCE"" [VNX-7HK] -- Greae Phoea XF-D d13-507+|+DockingPermit: UNKNOWN+|+(bartender, UC, rearm, refuel, repair, socialspace, vistagenomics)+|++|+"
carrier,FC179,"Ghost Story [JNF-9XZ]",4829.84,-1064.62,-1304.78,Oochosy HR-D d12-1,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC180,"EVENT HORIZON [L6K-85Z]",-507.688,-8.09375,1867.12,Bleae Thua AZ-S d3-106,"DockingPermit: UNKNOWN+|+UC, rearm, repair, socialspace, vistagenomics"
carrier,FC181,"DS 9 [X4L-LHG]",264.312,582.281,14276.4,Pueloe YW-A d14-448,"DockingPermit: UNKNOWN+|+socialspace"
carrier,FC182,"AVRORA [VLG-69G]",266.531,-55.2188,23916.4,Wepai KR-D c15-701,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC183,"JEBEDIAH [X7Q-8HL]",-9346.12,-1472.09,19659.1,Spoihaae XE-X d2-9,"DockingPermit: UNKNOWN+|+socialspace"
carrier,FC184,"LAVIATHAN [JBQ-7TQ]",-1605.81,-226.438,-513.938,Synuefue KX-R d5-32,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC185,"RYUUJOU [T0H-09K]",2713.69,-48.3438,-2474.72,"Thor's Helmet Sector TT-R b4-1","DockingPermit: ALL+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC186,Multiple Fleet Carriers,370,0,8830,,"+|++|+Dougs Cowboy hat [T6Q-1HT] -- Prieluia FQ-Y b42-11+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+FOX TERMINAL - AZURA [TLF-6XX] -- Prieluia FQ-Y b42-11+|+DockingPermit: UNKNOWN+|+(bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+"
carrier,FC187,"HACHIMAN [SYN4] [H2L-00W]",371.656,-388.469,-717.812,Witch Head Sector PD-S b4-0,"DockingPermit: UNKNOWN+|+no services"
carrier,FC188,"NO FIXED ABODE II [V3Q-8KH]",-8392.03,-701.031,17555.1,Kashyapa,"DockingPermit: UNKNOWN+|+socialspace"
carrier,FC189,"[G4F-1VB]",-8391,-252.188,14184,Greae Hypa DQ-L b54-66,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC190,"[K2H-6VT]",6115.69,-593.531,19424.9,Eord Prau XN-B d944,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC191,"REDSHIFT [QBL-NTY]",-26227.4,82.4375,28329.6,Eocs Chria DN-Z c27-7,"DockingPermit: ALL+|+UC, livery, outfitting, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC192,"Misstep Mothership [H1B-6HH]",-7983.22,-655.219,16101.4,Boeph UD-G c12-6,"DockingPermit: ALL+|+bartender, blackmarket, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC193,"PIONEER IV [T3X-G3Y]",17988.3,-1179.28,37380.5,Flyai Flyuae ZE-A d6,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC194,"HAL FINNEY  SNPX [G4H-5QZ]",2351.53,-152.25,-14633.5,Phloing KC-S d5-3,"DockingPermit: UNKNOWN+|+UC, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC195,"The Lyssy G [V4Z-N9M]",2612.5,32.7812,1161.34,Sifeae OQ-L c21-20,"DockingPermit: UNKNOWN+|+shipyard, socialspace"
carrier,FC196,"DREAM JOURNEY [Q9Y-4VG]",11022,-8.03125,13260.1,Byeia Aed WS-U d2-108,"DockingPermit: ALL+|+UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC197,"[TFRG]DUNNOTTAR CASTLE [JLZ-6TZ]",4398.69,1350.94,18878.3,Stranoa PO-N b34-26,"DockingPermit: UNKNOWN+|+socialspace"
carrier,FC198,Multiple Fleet Carriers,380,0,-730,,"+|++|+THE PAINITE SINK 715K [XBY-93Z] -- Onoros+|+DockingPermit: UNKNOWN+|+(UC, rearm, refuel, repair, socialspace, redemption)+|++|+VOID DEALER [XHB-71Q] -- Onoros+|+DockingPermit: UNKNOWN+|+(blackmarket, rearm, refuel, repair, shipyard, socialspace, redemption)+|++|+"
carrier,FC199,"SPace Endeavour [V3L-1VQ]",386.156,-390.75,-692.531,Wellington,"DockingPermit: UNKNOWN+|+socialspace"
carrier,FC200,"Heart of the Sunrise [V5Z-GKQ]",381.188,-605.875,-4933.94,Qiedeau XB-B d14-13,"DockingPermit: UNKNOWN+|+rearm, refuel, repair, socialspace"
carrier,FC201,"LOS RACKHAM HERMANOS [KFV-69X]",305.344,-82.2812,22863.9,Athaip LX-S c20-2732,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC202,"Astral Quest [KHJ-N5G]",120,-5.34375,7005.09,Lysoorb OD-K c8-51,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC203,"Negotiator [KLZ-T0T]",125.219,-1231.84,-3060,Flyooe Eohn ER-N d6-0,"DockingPermit: UNKNOWN+|+rearm, refuel, repair, socialspace"
carrier,FC204,"REQUIEM FOR A DREAM [X5K-44B]",125.281,113.938,20306.9,Ogairy SU-G d10-10529,"DockingPermit: ALL+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC205,"PERNAMBUCO [V1T-79X]",801.844,3135.47,-404.969,HD 102897,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC206,"[T8T-B9K]",2691.34,-16.2188,10824.3,Preae Aihm SY-S d3-304,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC207,"RI - HYPERION [J6N-4XG]",5340.09,-863.969,7217.69,Nyeakaa TQ-B c14-0,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC208,"WHAT INSTRUCTIONS? RRR [Q3Y-G8X]",5342.62,-963.844,16027.5,Coests AA-A g4,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC209,"[VANG] VOODOO CHILD [H3J-3KF]",-7771.88,-257.312,15542.5,Blaa Eaec ZH-C c29-232,"DockingPermit: UNKNOWN+|+bartender, rearm, refuel, repair, socialspace"
carrier,FC210,"CRV 221B Baker street [VNG-3TX]",-7775.56,-835.625,21651.2,Kyloall XO-H d10-2223,"DockingPermit: UNKNOWN+|+UC, pioneersupplies, rearm, repair, socialspace, vistagenomics"
carrier,FC211,"BABY BUBBLE [K8G-L1L]",26265.3,703.188,30406.6,Eembaisys CS-X c16-0,"DockingPermit: UNKNOWN+|+UC, rearm, repair, socialspace, vistagenomics"
carrier,FC212,"KILO ALPHA [K8Q-14Z]",4671.44,-24.2188,-1748.09,Outoppy NR-N d6-25,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC213,"Omnipotent Ghost [K3Z-G7Z]",-6777.31,-649.25,20694.1,Leamue CB-Z b58-7,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC214,"PIONEER X [T9F-G2N]",18396.1,-58.4375,-12698.7,Eol Hypa GE-E d13-2,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC215,"DOVAHKIIN [T5Z-6TB]",-8680.56,-812.562,18005.2,Eoch Flyuae SX-E c26-464,"DockingPermit: ALL+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC216,"IRIDESCENCE [X3B-10Z]",-5252.03,71.5,-5389.69,Eafots AC-K b36-0,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC217,"DSSA Tiamat [KHL-6QT]",-23437.9,-21.1562,4670.78,Blie Eun RS-U e2-2,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC218,"SOLACE [X5G-28W]",19779.7,24.5938,-2980.81,Hegu AA-W b29-0,"DockingPermit: FRIENDS+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC219,"[IGAU] Aurora Novum [H2J-THN]",-1022.19,-441.219,13448.3,Graea Hypue EC-T d4-156,"DockingPermit: ALL+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC220,"SKY TRAVELS+    [UCA] [JNT-08F]",-9767.06,-781.594,20142.7,Eol Prou EH-L d8-346,"DockingPermit: UNKNOWN+|+bartender, livery, outfitting, rearm, refuel, repair, socialspace"
carrier,FC221,Multiple Fleet Carriers,38890,0,18890,,"+|++|+CLOUDBASE [Q0X-0XZ] -- Chanoa CK-Y c17-0+|+DockingPermit: UNKNOWN+|+(UC, rearm, refuel, repair, socialspace, vistagenomics)+|++|+olympus [X7Z-9QZ] -- Chanoa CK-Y c17-0+|+DockingPermit: UNKNOWN+|+(bartender, UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics)+|++|+"
carrier,FC222,"MXS CYGNUS [Q5Q-63Z]",-21561.6,18.6562,12340.2,Blie Phlue ZM-Z b27-0,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, repair, socialspace, vistagenomics, redemption"
carrier,FC223,"DSSA Gam Nine [X5N-57Y]",34202.1,7.09375,9181.97,Pla Aick GA-A e1,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC224,"Procyon Arbor [Q1T-4VH]",-2159.66,225.969,-7574.03,Schadgua DX-B d13-4,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC225,"SQUARE SEVEN [TURN] [H0J-85X]",-2157.03,-422.094,6839.56,Nyeajeau RO-Y d1-51,"DockingPermit: ALL+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC226,"Zarahemla's Legacy [H3G-WXV]",-4313.03,2693.78,22264.9,Smumbu JG-Y e25,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC227,"TMCV Spartacus [XZG-3HZ]",21986.4,-716.906,10357.2,Flyoo Phio KM-F b55-0,"DockingPermit: ALL+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC228,"BABYLON IV [VNH-0TJ]",16120.4,127.188,-11816.6,Wimly SI-K d8-4,"DockingPermit: ALL+|+UC, livery, outfitting, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC229,"THE STARGATE [K6H-T5K]",5731.47,94.5312,12063.6,Synookua JU-Y b14-1,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC230,"STARGAZER [TBW-TTH]",-2768.38,-1151.88,5143.16,Thailoi MH-D d12-7,"DockingPermit: ALL+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC231,"[X5Q-B7F]",20053,-10.9375,33946.8,Kyloopeia FF-R d4-151,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC232,"BPFC- Lord Vishnu [T1Y-2XH]",4014.81,321.812,6760.72,Lysooch BG-W c2-9,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC233,"EAGLE RISING [H0N-G5T]",5664.97,96.1875,5402.5,Syralaei FF-A d219,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC234,"A CAB [H0Y-WXB]",3251.5,373.625,-2206.22,Preae Theia ML-W c2-0,"DockingPermit: ALL+|+UC, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC235,"LIGHT SOURCE [J6L-THL]",-6570.5,29.8438,-2680.28,Bubble Sector PD-S b4-4,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC236,"N.A.C. GATE TO TOBAGO [G8T-2TG]",-6571.16,-232.875,16823.2,Boelts XH-C c29-854,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC237,"[SNPX] Wolpertinger [VFQ-36X]",-4051.75,-141.469,3668.06,Drojau MM-L b41-4,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC238,"PANGAEA ULTIMA [K5L-N3F]",-5284.88,381.094,43601.5,Eactaips NJ-H b53-1,"DockingPermit: FRIENDS+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC239,"CITY OF ANKH-MORPORK [J6Y-L5Q]",-5286.34,-63.4062,-2465.62,Slegoae OE-E d13-58,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC240,Multiple Fleet Carriers,1700,0,4050,,"+|++|+the thin blue line [H7V-33F] -- NGC 6188 Sector LC-V c2-28+|+DockingPermit: UNKNOWN+|+(bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+Into The Black [T1X-83M] -- NGC 6188 Sector LC-V c2-28+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+"
carrier,FC241,"THE STAR TIGER [VNX-40Q]",-430.375,-689.188,9413.16,Skaudou FV-X d1-39,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace"
carrier,FC242,"momma possum [H1L-98H]",-434.562,-17.5312,-500.188,Wredguia BS-C b26-1,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, shipyard, socialspace"
carrier,FC243,"Lucky's Gas & Go [H3V-9VQ]",-11199.3,-154.281,6584.88,Graei Dryai ZQ-C c29-2,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC244,"[T2V-3QF]",-6921.22,423.906,12016.6,Blo Aescs MR-V d2-1430,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC245,"[VNX-BHY]",1323.25,-608.594,768.188,Prua Dryoae TV-K b25-0,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC246,"HERO OF CANTON [T9Q-57J]",4242.66,-335.688,868.688,Prua Dryou BJ-C c15-5,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC247,"THE ASHEN NEST [KFJ-4VQ]",4249.62,-277.281,5101.44,Blaa Dryou HJ-F d12-49,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC248,"ELEANOR DEMANDS [T8V-4QZ]",-2170.84,231.844,-163.375,Plaa Eurk RE-H d10-7,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC249,"Talyn [JBK-45Q]",-9713.94,-687.75,17849.3,Eol Flyou CO-M c22-22,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC250,"TFCS Pillar of Autumn [HHB-31W]",1399.09,-10.7188,1815.75,Phylucs SY-S d3-65,"DockingPermit: ALL+|+blackmarket, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC251,"FLEET CARRIER [T1Y-43Z]",-207.781,39.0312,3481.59,Smojue IY-Q b32-1,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC252,"N.A.C. SOLACE Expansum [TBX-G5Z]",-3386.78,-693.031,7778.19,Nyeajaae WQ-C d13-19,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC253,"[ENEX] FOLLOW ME DOWN [KLF-WTK]",8323.47,-434.75,21163.4,Dryaa Prao IC-T d4-1224,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
